Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.18,2017-09-26,2017-11-22,Regular Cash,2017-12-13,Quarter,2017-11-24
0.18,2017-07-24,2017-08-23,Regular Cash,2017-09-13,Quarter,2017-08-25
0.18,2017-05-01,2017-05-24,Regular Cash,2017-06-14,Quarter,2017-05-26
0.18,2016-12-13,2017-02-22,Regular Cash,2017-03-15,Quarter,2017-02-24
0.16,2016-09-27,2016-11-22,Regular Cash,2016-12-14,Quarter,2016-11-25
0.16,2016-08-02,2016-08-24,Regular Cash,2016-09-14,Quarter,2016-08-26
0.16,2016-04-25,2016-05-25,Regular Cash,2016-06-15,Quarter,2016-05-27
0.16,2015-12-07,2016-02-24,Regular Cash,2016-03-16,Quarter,2016-02-26
0.14,2015-09-29,2015-11-24,Regular Cash,2015-12-16,Quarter,2015-11-27
0.14,2015-07-28,2015-08-26,Regular Cash,2015-09-16,Quarter,2015-08-28
0.14,2015-04-28,2015-05-27,Regular Cash,2015-06-17,Quarter,2015-05-29
0.14,2014-12-09,2015-02-25,Regular Cash,2015-03-18,Quarter,2015-02-27
0.12,2014-09-30,2014-11-25,Regular Cash,2014-12-17,Quarter,2014-11-28
0.12,2014-07-29,2014-08-27,Regular Cash,2014-09-17,Quarter,2014-08-29
0.12,2014-04-29,2014-05-28,Regular Cash,2014-06-18,Quarter,2014-05-30
0.12,2013-12-10,2014-02-26,Regular Cash,2014-03-19,Quarter,2014-02-28
0.1,2013-09-23,2013-11-26,Regular Cash,2013-12-18,Quarter,2013-11-29
0.1,2013-07-30,2013-08-27,Regular Cash,2013-09-18,Quarter,2013-08-29
0.1,2013-04-30,2013-05-29,Regular Cash,2013-06-19,Quarter,2013-05-31
1.0,2011-09-06,2011-10-17,Poison Pill Rights,,None,2011-10-17
